Counter,index,NEIGHBORHOOD,BUILD_CLASS_CAT,TAX CLASS AT PRESENT,BLOCK,LOT,BUILD_CLASS_PRESENT,ADDRESS,ZIP,RES_UNITS,COM_UNITS,TOTAL_UNITS,LAND_SQ_FT,GROSS_SQ_FT,YEAR_BUILT,TAX_CLASS,BUILD_CLASS_SALE,SALE_PRICE,SALE_DATE,Counter,LG_SALE_PRICE,SHORT_DATE,LOWER,UPPER,NOT_RANGE,NUM_YEAR_BUILT,TO_DATE,NUMERIC_DATE,BUILT_YEAR,NUMERIC_YEAR
7954,7954.0,LOWER_EAST_SIDE_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,411,1210,R4,_157_LUDLOW_STREET_,10002.0,1,,1.0,1865.7461888079786,6287.580239856517,1900.0,2,_R4_,1180000,2012-08-30 00:00:00.000000000,7954.0,13.981024996441848,30-08-12,False,False,False,751,2012-08-30 00:00:00.000000000,235.0,1970-01-01 00:00:00.000001900,3.168873850681143e-15
7959,7959.0,LOWER_EAST_SIDE_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,420,1027,R4,_40_DELANCEY_STREET_,10002.0,1,,1.0,1462.5552751248983,4928.823493107863,2005.0,2,_R4_,925000,2013-06-25 00:00:00.000000000,7959.0,13.737549016494562,25-06-13,False,False,False,360,2013-06-25 00:00:00.000000000,534.0,1970-01-01 00:00:00.000002005,6.4961913938963435e-15
7960,7960.0,LOWER_EAST_SIDE_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,420,1033,R4,_38_DELANCEY_STREET_,10002.0,1,,1.0,1264.9126703782906,4262.766264309504,2005.0,2,_R4_,800000,2012-12-31 00:00:00.000000000,7960.0,13.592367006650065,31-12-12,False,False,False,360,2012-12-31 00:00:00.000000000,358.0,1970-01-01 00:00:00.000002005,6.4961913938963435e-15
7962,7962.0,LOWER_EAST_SIDE_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,420,1040,R4,_38_DELANCEY_STREET_,10002.0,1,,1.0,1233.2898536188334,4156.197107701766,2005.0,2,_R4_,780000,2012-12-31 00:00:00.000000000,7962.0,13.567049198665774,31-12-12,False,False,False,360,2012-12-31 00:00:00.000000000,358.0,1970-01-01 00:00:00.000002005,6.4961913938963435e-15
7975,7975.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,298,1303,R1,_30_ORCHARD_STREET_,10002.0,1,,1.0,2225.9300716981966,7501.402933618649,1979.0,2,_R1_,1407800,2012-12-28 00:00:00.000000000,7975.0,14.157538760156168,28-12-12,False,False,False,43,2012-12-28 00:00:00.000000000,355.0,1970-01-01 00:00:00.000001979,5.672284192719246e-15
7978,7978.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,299,1002,R1,_17_ORCHARD_STREET_,10002.0,1,,1.0,1162.1385159100544,3916.4165053343563,1900.0,2,_R1_,735000,2013-08-01 00:00:00.000000000,7978.0,13.507625778194974,01-08-13,False,False,False,751,2013-01-08 00:00:00.000000000,366.0,1970-01-01 00:00:00.000001900,3.168873850681143e-15
7979,7979.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,299,1002,R1,_17_ORCHARD_STREET_,10002.0,1,,1.0,721.4745643670175,2431.375308005533,1900.0,2,_R1_,456300,2013-02-12 00:00:00.000000000,7979.0,13.030905766915494,12-02-13,False,False,False,751,2013-12-02 00:00:00.000000000,694.0,1970-01-01 00:00:00.000001900,3.168873850681143e-15
7984,7984.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,353,1204,R1,_109_NORFOLK_STREET_,10002.0,1,,1.0,2316.3713276302447,7806.190721516778,2005.0,2,_R1_,1465000,2012-11-13 00:00:00.000000000,7984.0,14.197365800433305,13-11-12,False,False,False,360,2012-11-13 00:00:00.000000000,310.0,1970-01-01 00:00:00.000002005,6.4961913938963435e-15
7986,7986.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,426,1009,R1,_215_BOWERY_,10002.0,1,,1.0,1580.982723889066,5327.92498460384,1900.0,2,_R1_,999900,2012-10-03 00:00:00.000000000,7986.0,13.815410552963941,03-10-12,False,False,False,751,2012-03-10 00:00:00.000000000,62.0,1970-01-01 00:00:00.000001900,3.168873850681143e-15
7990,7990.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,427,1402,R1,_267_BOWERY_,10002.0,1,,1.0,1040.3353314568149,3505.9387563705027,1910.0,2,_R1_,657965,2012-12-20 00:00:00.000000000,7990.0,13.396907017403375,20-12-12,False,False,False,779,2012-12-20 00:00:00.000000000,347.0,1970-01-01 00:00:00.000001910,3.4857612357492576e-15
7993,7993.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,427,1405,R1,_267_BOWERY_,10002.0,1,,1.0,1040.3353314568149,3505.9387563705027,1910.0,2,_R1_,657965,2012-12-21 00:00:00.000000000,7993.0,13.396907017403375,21-12-12,False,False,False,779,2012-12-21 00:00:00.000000000,348.0,1970-01-01 00:00:00.000001910,3.4857612357492576e-15
7994,7994.0,LOWER_EAST_SIDE_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,427,1406,R1,_267_BOWERY_,10002.0,1,,1.0,1088.5538024516354,3668.435406365981,1910.0,2,_R1_,688461,2012-12-27 00:00:00.000000000,7994.0,13.442213950666291,27-12-12,False,False,False,779,2012-12-27 00:00:00.000000000,354.0,1970-01-01 00:00:00.000001910,3.4857612357492576e-15
8023,8023.0,LOWER_EAST_SIDE_,28_COMMERCIAL_CONDOS_,4,294,1134,RB,_2_ALLEN_STREET_,10002.0,0,,1.0,645.6746725945984,2175.9290396167858,2011.0,4,_R5_,408360,2012-11-30 00:00:00.000000000,8023.0,12.919904417282952,30-11-12,False,False,False,58,2012-11-30 00:00:00.000000000,327.0,1970-01-01 00:00:00.000002011,6.686323824937212e-15
8024,8024.0,LOWER_EAST_SIDE_,28_COMMERCIAL_CONDOS_,4,294,1168,RB,_2_ALLEN_STREET_,10002.0,0,,1.0,867.9988858219627,2925.163495147485,2011.0,4,_R5_,548970,2013-01-22 00:00:00.000000000,8024.0,13.215799074189842,22-01-13,False,False,False,58,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002011,6.686323824937212e-15
8025,8025.0,LOWER_EAST_SIDE_,28_COMMERCIAL_CONDOS_,4,294,1169,RB,_2_ALLEN_STREET_,10002.0,0,,1.0,1574.2549696234914,5305.252396535544,2011.0,4,_R5_,995645,2013-01-22 00:00:00.000000000,8025.0,13.811146047329187,22-01-13,False,False,False,58,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002011,6.686323824937212e-15
8026,8026.0,LOWER_EAST_SIDE_,28_COMMERCIAL_CONDOS_,4,294,1170,RB,_2_ALLEN_STREET_,10002.0,0,,1.0,1890.9685474553216,6372.579799166849,2011.0,4,_R5_,1195952,2013-01-22 00:00:00.000000000,8026.0,13.994453078908068,22-01-13,False,False,False,58,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002011,6.686323824937212e-15
8027,8027.0,LOWER_EAST_SIDE_,28_COMMERCIAL_CONDOS_,4,294,1171,RB,_2_ALLEN_STREET_,10002.0,0,,1.0,1531.0661076342626,5159.705570898526,2011.0,4,_R5_,968330,2013-01-22 00:00:00.000000000,8027.0,13.783328217253322,22-01-13,False,False,False,58,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002011,6.686323824937212e-15
8039,8039.0,MANHATTAN_VALLEY_,_,4,1848,1001,RK,_304_WEST_115_STREET_,10026.0,0,,1.0,2766.9964664525105,9324.801203177038,2004.0,4,_RK_,1750000,2013-05-15 00:00:00.000000000,8039.0,14.375126345899696,15-05-13,False,False,False,132,2013-05-15 00:00:00.000000000,493.0,1970-01-01 00:00:00.000002004,6.464502655389532e-15
8080,8080.0,MANHATTAN_VALLEY_,09_COOPS_-_WALKUP_APARTMENTS_,2C,1840,10,C6,_61_WEST_104_STREET_,10025.0,0,,1.0,1725.8452663233015,5816.112962566056,1900.0,2,_C6_,1091519,2012-08-30 00:00:00.000000000,8080.0,13.903080862058378,30-08-12,False,False,False,751,2012-08-30 00:00:00.000000000,235.0,1970-01-01 00:00:00.000001900,3.168873850681143e-15
8093,8093.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1832,36,D4,"_370_CENTRAL_PARK_WEST,_312_",10025.0,0,,1.0,1367.6868248465266,4609.1160232846505,1918.0,2,_D4_,865000,2012-12-13 00:00:00.000000000,8093.0,13.670484785914017,13-12-12,False,False,False,32,2012-12-13 00:00:00.000000000,340.0,1970-01-01 00:00:00.000001918,3.739271143803749e-15
8094,8094.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1832,36,D4,"_370_CENTRAL_PARK_WEST,_107/8_",10025.0,0,,1.0,2053.901948526749,6921.6667216725555,1918.0,2,_D4_,1299000,2013-07-29 00:00:00.000000000,8094.0,14.077105295652737,29-07-13,False,False,False,32,2013-07-29 00:00:00.000000000,568.0,1970-01-01 00:00:00.000001918,3.739271143803749e-15
8095,8095.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1832,36,D4,"_370_CENTRAL_PARK_WEST,_213_",10025.0,0,,1.0,1280.7224976171813,4316.045514155541,1918.0,2,_D4_,809999,2013-06-18 00:00:00.000000000,8095.0,13.604788292079958,18-06-13,False,False,False,32,2013-06-18 00:00:00.000000000,527.0,1970-01-01 00:00:00.000001918,3.739271143803749e-15
8099,8099.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1836,36,D4,"_410_CENTRAL_PARK_WEST,_1A_",10025.0,0,,1.0,972.4016153533108,3277.0015656879305,1929.0,2,_D4_,615000,2012-10-11 00:00:00.000000000,8099.0,13.329377546788654,11-10-12,False,False,False,388,2012-11-10 00:00:00.000000000,307.0,1970-01-01 00:00:00.000001929,4.0878472673786744e-15
8100,8100.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1836,36,D4,"_410_CENTRAL_PARK_WEST,_6B_",10025.0,0,,1.0,1509.9895002640844,5088.677228019469,1929.0,2,_D4_,955000,2012-12-03 00:00:00.000000000,8100.0,13.769466619462868,03-12-12,False,False,False,388,2012-03-12 00:00:00.000000000,64.0,1970-01-01 00:00:00.000001929,4.0878472673786744e-15
8103,8103.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1837,29,D4,"_415_CENTRAL_PARK_WEST,_10AF_",10025.0,0,,1.0,1577.9785562969175,5317.8009147261055,1926.0,2,_D4_,998000,2012-12-05 00:00:00.000000000,8103.0,13.813508555293602,05-12-12,False,False,False,279,2012-05-12 00:00:00.000000000,125.0,1970-01-01 00:00:00.000001926,3.99278105185824e-15
8104,8104.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1837,29,D4,"_415_CENTRAL_PARK_WEST,_8C_",10025.0,0,,1.0,1391.4039374161196,4689.042890740454,1926.0,2,_D4_,880000,2013-07-29 00:00:00.000000000,8104.0,13.687677186454389,29-07-13,False,False,False,279,2013-07-29 00:00:00.000000000,568.0,1970-01-01 00:00:00.000001926,3.99278105185824e-15
8105,8105.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1840,29,D4,"_444_CENTRAL_PARK_WEST,_3A_",10025.0,0,,2.0,2905.346289775136,9791.04126333589,1930.0,2,_D4_,1837500,2012-12-05 00:00:00.000000000,8105.0,14.423916510069128,05-12-12,False,False,False,578,2012-05-12 00:00:00.000000000,125.0,1970-01-01 00:00:00.000001930,4.119536005885486e-15
8107,8107.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1840,29,D4,"_444_CENTRAL_PARK_WEST,_8B_",10025.0,0,,2.0,2450.768298857938,8259.109637099662,1930.0,2,_D4_,1550000,2013-04-23 00:00:00.000000000,8107.0,14.253765488895429,23-04-13,False,False,False,578,2013-04-23 00:00:00.000000000,471.0,1970-01-01 00:00:00.000001930,4.119536005885486e-15
8108,8108.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1840,29,D4,"_444_CENTRAL_PARK_W,_15E_",10025.0,0,,1.0,1053.9884825927106,3551.9499897358937,1930.0,2,_D4_,666600,2013-07-26 00:00:00.000000000,8108.0,13.409945444855776,26-07-13,False,False,False,578,2013-07-26 00:00:00.000000000,565.0,1970-01-01 00:00:00.000001930,4.119536005885486e-15
8114,8114.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1841,52,D4,"_50_WEST_106TH_STREET,_5A_B_",10025.0,0,,1.0,1122.6099949607328,3783.205059574684,1930.0,2,_D4_,710000,2012-10-12 00:00:00.000000000,8114.0,13.473020249017498,12-10-12,False,False,False,578,2012-12-10 00:00:00.000000000,337.0,1970-01-01 00:00:00.000001930,4.119536005885486e-15
8117,8117.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1841,52,D4,"_50_WEST_106TH_STREET,_8CD_",10025.0,0,,1.0,2047.577385174858,6900.352890351009,1930.0,2,_D4_,1295000,2013-07-18 00:00:00.000000000,8117.0,14.074021253115776,18-07-13,False,False,False,578,2013-07-18 00:00:00.000000000,557.0,1970-01-01 00:00:00.000001930,4.119536005885486e-15
8119,8119.0,MANHATTAN_VALLEY_,10_COOPS_-_ELEVATOR_APARTMENTS_,2,1843,27,D4,"_5_WEST_107TH_STREET,_3D_",10025.0,0,,1.0,1105.2174457430312,3724.5920234404284,1920.0,2,_D4_,699000,2012-10-05 00:00:00.000000000,8119.0,13.457406021215947,05-10-12,False,False,False,758,2012-05-10 00:00:00.000000000,123.0,1970-01-01 00:00:00.000001920,3.802648620817372e-15
8132,8132.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1026,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1296.5354871377479,4369.335420917241,1961.0,2,_R4_,820000,2013-06-06 00:00:00.000000000,8132.0,13.617059619240436,06-06-13,False,False,False,250,2013-06-06 00:00:00.000000000,515.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8133,8133.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1053,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1130.5156991505971,3809.8473487266183,1961.0,2,_R4_,715000,2012-10-01 00:00:00.000000000,8133.0,13.480037821676145,01-10-12,False,False,False,250,2012-01-10 00:00:00.000000000,2.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8134,8134.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1086,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1249.787477122242,4211.794236704022,1961.0,2,_R4_,790434,2012-10-24 00:00:00.000000000,8134.0,13.580337440684957,24-10-12,False,False,False,250,2012-10-24 00:00:00.000000000,290.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8135,8135.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1104,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1343.9697122769337,4529.189155828847,1961.0,2,_R4_,850000,2012-12-18 00:00:00.000000000,8135.0,13.652991628466498,18-12-12,False,False,False,250,2012-12-18 00:00:00.000000000,345.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8138,8138.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1151,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1322.7033680061986,4457.5213980101435,1961.0,2,_R4_,836550,2013-04-05 00:00:00.000000000,8138.0,13.63704157048581,05-04-13,False,False,False,250,2013-05-04 00:00:00.000000000,482.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8139,8139.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1185,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1185.8556284796473,3996.3433727901593,1961.0,2,_R4_,750000,2012-08-06 00:00:00.000000000,8139.0,13.527828485512494,06-08-12,False,False,False,250,2012-06-08 00:00:00.000000000,152.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8140,8140.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1209,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1897.3690055674358,6394.149396464255,1961.0,2,_R4_,1200000,2012-12-19 00:00:00.000000000,8140.0,13.997832114758229,19-12-12,False,False,False,250,2012-12-19 00:00:00.000000000,346.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8144,8144.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1294,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1304.4411913276122,4395.977710069175,1961.0,2,_R4_,825000,2013-05-06 00:00:00.000000000,8144.0,13.623138665316818,06-05-13,False,False,False,250,2013-06-05 00:00:00.000000000,514.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8146,8146.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1326,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1067.2700656316827,3596.709035511143,1961.0,2,_R4_,675000,2013-07-31 00:00:00.000000000,8146.0,13.422467969854667,31-07-13,False,False,False,250,2013-07-31 00:00:00.000000000,570.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8150,8150.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1336,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1454.649570935034,4902.181203955929,1961.0,2,_R4_,920000,2012-08-03 00:00:00.000000000,8150.0,13.732128949025222,03-08-12,False,False,False,250,2012-03-08 00:00:00.000000000,60.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8151,8151.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1339,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1359.7811206566623,4582.473734132716,1961.0,2,_R4_,860000,2012-08-30 00:00:00.000000000,8151.0,13.664687668229691,30-08-12,False,False,False,250,2012-08-30 00:00:00.000000000,235.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8152,8152.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1366,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,964.4959111634465,3250.3592765359963,1961.0,2,_R4_,610000,2013-06-26 00:00:00.000000000,8152.0,13.321214236149494,26-06-13,False,False,False,250,2013-06-26 00:00:00.000000000,535.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8153,8153.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,1402,R4,_382_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1500.5026552362472,5056.7064810371485,1961.0,2,_R4_,949000,2012-12-27 00:00:00.000000000,8153.0,13.763164077592064,27-12-12,False,False,False,250,2012-12-27 00:00:00.000000000,354.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8154,8154.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2013,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1857.8404846181143,6260.937950704583,1961.0,2,_R4_,1175000,2013-05-09 00:00:00.000000000,8154.0,13.976778705560397,09-05-13,False,False,False,250,2013-09-05 00:00:00.000000000,606.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8155,8155.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2018,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1296.5354871377479,4369.335420917241,1961.0,2,_R4_,820000,2013-05-21 00:00:00.000000000,8155.0,13.617059619240436,21-05-13,False,False,False,250,2013-05-21 00:00:00.000000000,499.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8156,8156.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2022,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1897.3690055674358,6394.149396464255,1961.0,2,_R4_,1200000,2012-11-09 00:00:00.000000000,8156.0,13.997832114758229,09-11-12,False,False,False,250,2012-09-11 00:00:00.000000000,247.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8157,8157.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2066,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,2332.1827360099733,7859.475299820647,1961.0,2,_R4_,1475000,2013-05-22 00:00:00.000000000,8157.0,14.204168547756057,22-05-13,False,False,False,250,2013-05-22 00:00:00.000000000,500.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8158,8158.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2071,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1367.6868248465266,4609.1160232846505,1961.0,2,_R4_,865000,2012-10-22 00:00:00.000000000,8158.0,13.670484785914017,22-10-12,False,False,False,250,2012-10-22 00:00:00.000000000,288.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8161,8161.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2104,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1370.8491065224723,4619.772938945424,1961.0,2,_R4_,867000,2013-01-10 00:00:00.000000000,8161.0,13.672794255762678,10-01-13,False,False,False,250,2013-10-01 00:00:00.000000000,632.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8166,8166.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2161,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1027.741544682361,3463.4975897514714,1961.0,2,_R4_,650000,2013-03-27 00:00:00.000000000,8166.0,13.38472764187182,27-03-13,False,False,False,250,2013-03-27 00:00:00.000000000,444.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8167,8167.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2162,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1168.463079261946,3937.7303366559036,1961.0,2,_R4_,739000,2012-08-15 00:00:00.000000000,8167.0,13.513053199930338,15-08-12,False,False,False,250,2012-08-15 00:00:00.000000000,220.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8169,8169.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2170,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1209.5727410492402,4076.2702402459627,1961.0,2,_R4_,765000,2012-10-10 00:00:00.000000000,8169.0,13.547631112808673,10-10-12,False,False,False,250,2012-10-10 00:00:00.000000000,276.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8174,8174.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2318,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,2395.4283695288877,8072.613613036122,1961.0,2,_R4_,1515000,2013-06-18 00:00:00.000000000,8174.0,14.230925996925606,18-06-13,False,False,False,250,2013-06-18 00:00:00.000000000,527.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8175,8175.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,2319,R4,_372_CENTRAL_PARK_WEST_,10025.0,1,,1.0,2039.6716809849934,6873.710601199074,1961.0,2,_R4_,1290000,2012-10-23 00:00:00.000000000,8175.0,14.070152776337855,23-10-12,False,False,False,250,2012-10-23 00:00:00.000000000,289.0,1970-01-01 00:00:00.000001961,5.101886899596641e-15
8177,8177.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3008,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1109.9608682569499,3740.577396931589,1960.0,2,_R4_,702000,2013-08-09 00:00:00.000000000,8177.0,13.461688683007948,09-08-13,False,False,False,392,2013-09-08 00:00:00.000000000,609.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8178,8178.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3031,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1177.949924289783,3969.701083638225,1960.0,2,_R4_,745000,2013-03-27 00:00:00.000000000,8178.0,13.521139497361697,27-03-13,False,False,False,392,2013-03-27 00:00:00.000000000,444.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8184,8184.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3081,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1225.384149428969,4129.554818549831,1960.0,2,_R4_,775000,2013-05-15 00:00:00.000000000,8184.0,13.560618308335483,15-05-13,False,False,False,392,2013-05-15 00:00:00.000000000,493.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8185,8185.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3086,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1407.2153457958482,4742.327469044322,1960.0,2,_R4_,890000,2013-04-24 00:00:00.000000000,8185.0,13.698976741708323,24-04-13,False,False,False,392,2013-04-24 00:00:00.000000000,472.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8186,8186.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3114,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1105.2174457430312,3724.5920234404284,1960.0,2,_R4_,699000,2012-11-19 00:00:00.000000000,8186.0,13.457406021215947,19-11-12,False,False,False,392,2012-11-19 00:00:00.000000000,316.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8187,8187.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3151,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1106.7985865810042,3729.9204812708153,1960.0,2,_R4_,700000,2013-06-04 00:00:00.000000000,8187.0,13.458835614025542,04-06-13,False,False,False,392,2013-04-06 00:00:00.000000000,454.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
8189,8189.0,MANHATTAN_VALLEY_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1833,3236,R4,_392_CENTRAL_PARK_WEST_,10025.0,1,,1.0,1405.6342049578755,4736.999011213936,1960.0,2,_R4_,889000,2013-03-22 00:00:00.000000000,8189.0,13.697852514496041,22-03-13,False,False,False,392,2013-03-22 00:00:00.000000000,439.0,1970-01-01 00:00:00.000001960,5.070198161089829e-15
